age,job,marital,education,device,day,month,time_spent,banner_views,banner_views_old,days_elapsed_old,outcome_old,X1,X2,X3,X4,y
23,industrial_worker,single,university,na,3,6,13.35,1,0,-1,na,0,1,1,0.0709240462658653,0
45,industrial_worker,married,high_school,na,26,5,4,2,0,-1,na,0,0,1,0.07296678953389138,0
48,teacher,divorced,university,smartphone,11,5,5.65,2,2,343,other,0,0,1,0.08444246727071342,0
34,industrial_worker,single,university,na,27,5,1.45,7,0,-1,na,0,0,1,0.0882192726018194,0
33,manager,married,grad_school,smartphone,4,3,18.35,6,0,-1,na,0,0,0,0.07507308481470049,1
31,salesman,single,na,smartphone,28,1,6.2,2,0,-1,na,0,1,0,0.07271258148275925,0
44,unemployed,married,university,na,9,5,5.45,2,0,-1,na,0,0,1,0.06910827447206436,0
32,industrial_worker,married,university,smartphone,23,7,47.3,9,0,-1,na,0,0,1,0.07712490694169556,1
39,industrial_worker,married,university,smartphone,9,7,14,13,0,-1,na,1,0,1,0.08229077769505928,0
37,teacher,single,university,smartphone,31,7,0.05,11,0,-1,na,0,0,0,0.0771884589544786,0
59,housekeeper,married,high_school,desktop,23,7,2.85,2,0,-1,na,1,0,0,0.07742450928767272,0
58,unemployed,married,university,smartphone,6,2,1.3,1,0,-1,na,0,0,1,0.0756632106476858,0
55,retired,married,high_school,smartphone,13,8,9.55,2,0,-1,na,1,0,1,0.07280337007244929,0
57,manager,married,high_school,na,9,6,8.9,2,0,-1,na,0,0,0,0.07820529115900714,0
28,industrial_worker,single,high_school,smartphone,14,5,26.15,1,1,371,other,0,0,1,0.07329362845677555,1
36,salesman,married,university,na,2,6,19.2,1,0,-1,na,0,0,1,0.09989468523595954,1
39,manager,married,grad_school,smartphone,9,9,10.3,1,5,183,success,0,0,0,0.07728832640313765,1
35,technology,single,university,smartphone,26,8,3.95,3,0,-1,na,1,0,0,0.08111052602908866,0
39,manager,married,grad_school,desktop,21,7,36.15,3,0,-1,na,0,0,1,0.0857225863853431,1
54,teacher,married,university,na,1,7,6.5,1,0,-1,na,1,0,0,0.07288507980317034,0
33,technology,single,university,smartphone,20,4,4.7,3,6,236,failure,0,0,1,0.07417427777676902,0
33,entrepreneur,married,high_school,na,23,5,3.95,1,0,-1,na,0,0,1,0.07495505964810342,0
51,housekeeper,married,university,smartphone,29,1,9.9,3,0,-1,na,0,0,0,0.08433352096308536,0
28,salesman,single,grad_school,smartphone,27,5,22.5,1,1,414,failure,0,0,0,0.0739654640204819,1
37,teacher,married,university,smartphone,22,6,22.45,1,3,109,failure,1,0,1,0.09151489840756814,1
48,industrial_worker,married,university,smartphone,6,8,15.05,5,0,-1,na,0,0,0,0.07280337007244929,0
37,technology,divorced,university,na,28,5,10.7,2,0,-1,na,1,0,1,0.0707152325095782,0
31,salesman,single,university,smartphone,13,11,11.45,2,2,93,success,0,0,0,0.07444664354583916,1
26,manager,single,grad_school,smartphone,14,5,48.2,2,0,-1,na,0,0,1,0.10861038984620412,1
31,technology,single,grad_school,smartphone,24,4,9.6,5,2,261,failure,0,0,0,0.08261761661794345,1
54,manager,married,high_school,na,13,5,9.05,1,0,-1,na,0,0,1,0.0807836871062045,0
30,salesman,married,university,smartphone,21,11,33.55,4,0,-1,na,0,0,1,0.07280337007244929,1
55,manager,divorced,grad_school,smartphone,28,8,0.75,6,0,-1,na,0,0,0,0.07886804786374449,0
36,industrial_worker,single,university,na,20,5,21.75,2,0,-1,na,0,0,1,0.10104770032502315,0
36,manager,married,grad_school,smartphone,8,9,34.9,2,5,183,success,0,0,0,0.09242278430446861,1
36,technology,single,grad_school,smartphone,8,5,27.9,1,0,-1,na,0,0,1,0.08153723240063189,1
50,teacher,single,university,na,24,6,6.8,3,0,-1,na,1,0,0,0.084769306193597585,0
38,industrial_worker,married,university,na,23,5,7.45,3,0,-1,na,0,0,1,0.08280827265629255,0
58,salesman,married,university,smartphone,22,8,13.65,1,0,-1,na,0,0,0,0.0802298767090952,0
38,technology,single,grad_school,smartphone,11,7,12.5,2,0,-1,na,1,0,0,0.07280337007244929,0
29,student,single,university,smartphone,21,10,7,3,5,149,success,0,0,0,0.0902801735877835,1
22,freelance,single,university,smartphone,10,8,7.7,1,2,109,other,1,0,0,0.0922139705481815,1
35,unemployed,single,grad_school,smartphone,29,1,4.75,2,0,-1,na,0,0,0,0.07420151435367603,0
62,industrial_worker,married,university,smartphone,14,1,8.65,1,4,90,other,0,0,0,0.07443756468687016,1
43,freelance,married,grad_school,smartphone,12,5,4.4,1,5,77,failure,0,0,0,0.16424563760826538,0
58,na,married,na,smartphone,2,4,12.9,1,0,-1,na,0,0,0,0.07342073248234161,1
39,salesman,divorced,university,smartphone,17,7,11.65,1,0,-1,na,0,0,1,0.07536360830170864,0
27,manager,single,university,na,3,6,36.1,2,0,-1,na,0,0,1,0.07441940696893215,1
40,teacher,married,grad_school,smartphone,26,10,2.55,2,3,76,failure,0,0,0,0.08286274581010658,0
60,retired,married,university,smartphone,28,1,21.95,2,0,-1,na,0,0,0,0.07618070560891907,0
41,freelance,single,na,na,19,6,3.25,1,0,-1,na,0,0,1,0.07667096399324533,0
33,manager,single,grad_school,desktop,29,8,2.45,2,0,-1,na,0,0,0,0.06954405970257659,0
32,technology,single,university,smartphone,19,11,28.55,2,0,-1,na,0,0,1,0.1414213861601874,0
39,manager,married,university,smartphone,26,3,9.5,1,0,-1,na,0,0,0,0.09986744865905253,1
54,manager,divorced,grad_school,smartphone,14,5,34.05,1,0,-1,na,0,0,1,0.06872696239536615,1
27,student,single,university,smartphone,18,12,8,4,2,197,success,0,0,0,0.07768779619777387,1
31,unemployed,married,university,smartphone,19,11,31.05,1,0,-1,na,0,0,1,0.07302126268770541,0
29,salesman,divorced,university,smartphone,12,5,13.8,5,0,-1,na,1,0,1,0.07426506636645906,0
31,technology,married,university,smartphone,19,8,9.7,4,0,-1,na,0,0,0,0.1397054818150455,0
39,manager,married,grad_school,smartphone,15,7,41.4,3,0,-1,na,0,0,1,0.07539084487861565,1
29,manager,married,grad_school,smartphone,18,5,0.8,1,0,-1,na,1,0,1,0.0735750730848147,0
32,teacher,married,grad_school,smartphone,10,7,6.65,1,0,-1,na,1,0,1,0.0728124489314183,0
47,teacher,married,university,smartphone,18,10,27.85,1,3,95,success,0,0,0,0.10617725564251085,1
39,manager,single,grad_school,smartphone,22,5,13.05,1,3,93,success,0,0,1,0.07280337007244929,1
23,student,single,university,smartphone,15,2,18.45,1,1,91,success,0,0,0,0.08400668204020119,1
78,na,married,na,desktop,14,4,14.5,3,0,-1,na,0,0,0,0.09309461986817497,1
49,unemployed,married,high_school,smartphone,19,11,8.7,2,0,-1,na,0,0,1,0.0739473063025439,0
40,freelance,married,university,na,3,6,46.55,3,0,-1,na,1,1,1,0.0659579104098197,1
80,retired,married,high_school,smartphone,13,1,16,3,0,-1,na,0,0,0,0.0861311350389483,1
45,technology,married,university,smartphone,1,9,34.05,2,0,-1,na,0,0,0,0.08019356127321918,0
46,salesman,married,high_school,na,17,6,7.55,3,0,-1,na,0,0,0,0.07953080456848183,0
46,industrial_worker,married,high_school,smartphone,17,11,16.1,1,0,-1,na,0,0,1,0.09776115337824343,0
37,housekeeper,married,university,na,17,6,3.45,1,0,-1,na,0,0,0,0.0813556552212518,0
31,entrepreneur,married,university,smartphone,20,11,2.85,6,9,177,failure,1,0,1,0.08677573402574765,0
26,industrial_worker,single,university,na,12,5,8.55,2,0,-1,na,0,0,1,0.07367494053347376,0
42,technology,married,university,smartphone,12,11,10.85,3,6,93,success,0,0,1,0.08182775588764005,1
38,manager,divorced,grad_school,smartphone,4,5,45.6,4,0,-1,na,0,0,1,0.1306175439870717,1
38,technology,married,university,smartphone,18,11,35.6,3,2,175,failure,0,0,1,0.07741543042870372,0
44,industrial_worker,single,university,smartphone,17,7,57.15,4,0,-1,na,1,0,0,0.07545439689139868,1
38,industrial_worker,married,high_school,desktop,13,5,33.95,2,0,-1,na,0,0,1,0.11280482268988433,1
48,entrepreneur,married,grad_school,smartphone,31,7,35.75,4,0,-1,na,0,1,0,0.06924445735659943,1
33,manager,married,grad_school,smartphone,29,8,8.45,2,0,-1,na,0,0,0,0.07561781635284077,0
27,manager,single,grad_school,smartphone,30,3,53.55,2,0,-1,na,0,0,0,0.08034790187569227,1
26,technology,married,university,smartphone,2,6,18.7,1,0,-1,na,0,0,0,0.08111052602908866,1
28,industrial_worker,single,university,smartphone,6,5,27.2,2,0,-1,na,0,0,1,0.07756069217220779,1
76,housekeeper,divorced,high_school,desktop,19,10,11.15,2,3,187,success,0,0,0,0.08561364007771503,1
46,industrial_worker,married,high_school,na,9,6,4.2,13,0,-1,na,0,0,1,0.08792874911481124,0
33,technology,married,university,smartphone,17,4,4.9,1,0,-1,na,0,0,0,0.08012093040146714,1
27,industrial_worker,single,university,smartphone,16,11,8.65,1,1,94,success,0,0,0,0.07766055962086685,1
41,teacher,married,university,smartphone,14,9,19.95,1,1,398,failure,0,0,0,0.10129282951718628,1
56,manager,married,university,na,9,5,3.15,4,0,-1,na,0,0,0,0.07489150763532039,0
46,manager,married,university,smartphone,21,11,60.6,2,0,-1,na,0,0,0,0.074156120058831,1
28,industrial_worker,married,university,desktop,7,7,15.85,2,0,-1,na,0,0,0,0.07842318377426324,0
33,manager,single,grad_school,smartphone,27,7,12.85,1,4,180,failure,1,0,0,0.07618978446788807,1
37,salesman,single,university,smartphone,3,2,28.8,3,0,-1,na,0,0,1,0.08233617198990431,0
37,teacher,married,grad_school,smartphone,27,4,5.7,1,0,-1,na,0,0,1,0.10832894521816498,1
38,housekeeper,divorced,grad_school,smartphone,21,11,19.85,4,2,182,other,0,0,0,0.11195140994679789,0
37,technology,single,grad_school,smartphone,15,2,26.05,1,2,91,success,0,0,0,0.07459190528934323,1
43,salesman,married,university,desktop,5,11,2.9,1,0,-1,na,1,0,1,0.07365678281553574,0
33,manager,single,grad_school,smartphone,8,3,11.55,2,0,-1,na,0,0,0,0.07483703448150636,1
68,retired,single,grad_school,smartphone,26,1,34.9,1,3,96,success,0,0,0,0.09226844370199554,1
26,student,single,university,smartphone,16,9,9,1,0,-1,na,0,0,0,0.07875002269714743,1
36,freelance,single,grad_school,smartphone,11,8,17.55,2,2,181,success,0,0,0,0.07600820728850798,1
30,manager,single,grad_school,smartphone,19,8,6.75,1,2,84,success,0,0,0,0.12145697528734589,1
37,manager,married,grad_school,smartphone,11,7,6.55,2,0,-1,na,0,0,1,0.0781235814282861,0
30,salesman,divorced,university,smartphone,13,5,2.2,1,1,174,success,0,0,1,0.07589926098087993,0
37,teacher,single,university,na,12,5,28.2,6,0,-1,na,0,0,0,0.07296678953389138,0
47,industrial_worker,married,high_school,na,11,6,4,3,0,-1,na,0,0,0,0.11054418680660215,0
29,salesman,married,university,na,26,5,14.35,1,0,-1,na,1,0,1,0.07589018212191091,0
29,manager,single,grad_school,desktop,8,11,15.45,1,0,-1,na,0,0,1,0.07799647740272003,1
58,manager,married,grad_school,na,15,5,8.35,3,0,-1,na,0,0,0,0.09422947723930057,0
35,freelance,married,grad_school,smartphone,8,7,9.55,1,0,-1,na,0,0,0,0.07280337007244929,0
50,teacher,single,university,smartphone,30,4,32.1,2,0,-1,na,0,0,0,0.09324896047064805,1
33,manager,married,grad_school,smartphone,8,8,25.1,4,0,-1,na,0,0,0,0.08230893541299729,1
43,technology,divorced,university,smartphone,25,5,12.6,2,1,353,other,0,0,0,0.087438490730485,1
48,teacher,married,university,smartphone,8,7,14.6,3,0,-1,na,1,0,0,0.06818223085722587,0
38,manager,single,grad_school,na,20,5,1.2,1,0,-1,na,0,0,1,0.07906778276106259,0
30,freelance,married,university,smartphone,21,11,9.35,3,0,-1,na,0,0,1,0.07807818713344107,0
30,teacher,single,university,smartphone,18,5,0.3,6,1,368,other,0,0,1,0.0739563851615129,0
30,technology,married,grad_school,smartphone,12,1,15.3,2,0,-1,na,0,0,0,0.09246817859931364,1
44,freelance,divorced,university,smartphone,26,7,20.65,4,0,-1,na,0,0,0,0.07287600094420134,1
34,industrial_worker,married,university,smartphone,13,5,16.15,1,0,-1,na,0,0,1,0.07730648412107566,1
44,salesman,married,university,na,20,6,45.05,1,0,-1,na,1,0,0,0.07754253445426978,1
32,industrial_worker,single,university,smartphone,15,5,34.1,3,0,-1,na,0,0,1,0.07477348246872333,1
46,technology,married,university,smartphone,30,4,9.5,1,2,259,other,0,0,0,0.07280337007244929,1
47,housekeeper,married,university,smartphone,5,8,10.8,3,2,97,failure,0,0,1,0.10857407441032811,1
36,industrial_worker,married,high_school,na,20,6,0.05,2,0,-1,na,0,0,0,0.0732028398670855,0
28,teacher,married,university,smartphone,24,7,2,4,0,-1,na,0,0,1,0.0728124489314183,0
41,salesman,single,university,smartphone,21,11,18.1,1,0,-1,na,0,0,0,0.07363862509759773,1
35,teacher,married,university,na,9,6,3.05,2,0,-1,na,1,0,0,0.06807328454959781,0
35,industrial_worker,married,university,smartphone,31,7,1.8,5,0,-1,na,0,0,1,0.06810052112650482,0
36,freelance,single,grad_school,desktop,17,10,162.15,1,0,-1,na,1,0,1,0.0718682475986418,1
36,salesman,married,university,smartphone,5,3,24.4,2,7,179,success,0,0,1,0.07327547073883754,1
35,industrial_worker,married,university,desktop,28,7,2.8,2,0,-1,na,1,0,1,0.07470085159697129,0
49,industrial_worker,married,high_school,smartphone,18,8,0.8,15,0,-1,na,0,0,1,0.07420151435367603,0
37,technology,married,university,smartphone,24,7,4.55,1,0,-1,na,1,1,0,0.07280337007244929,0
26,student,single,university,smartphone,1,10,9.2,1,1,119,success,0,0,0,0.07400177945635793,1
46,na,married,high_school,na,11,6,10.25,2,0,-1,na,0,0,0,0.07539084487861565,0
30,technology,single,grad_school,na,21,5,84.35,2,0,-1,na,0,0,1,0.08450601928349645,1
50,freelance,married,university,smartphone,13,8,32.75,2,0,-1,na,0,0,0,0.1640640604288853,1
39,technology,married,university,na,29,5,10.35,5,0,-1,na,1,0,1,0.07454651099449822,0
37,teacher,single,university,smartphone,3,9,6.7,2,6,463,failure,1,0,1,0.07280337007244929,0
56,teacher,divorced,university,smartphone,26,10,11.4,4,4,442,failure,0,0,0,0.08817387830697437,1
42,manager,married,grad_school,smartphone,11,8,2.7,1,0,-1,na,0,0,0,0.07450111669965319,0
40,entrepreneur,married,grad_school,smartphone,20,11,2.35,1,0,-1,na,0,0,0,0.07343889020027963,0
38,retired,single,university,na,29,5,6.9,1,0,-1,na,0,0,0,0.0732028398670855,0
46,manager,married,grad_school,desktop,12,5,3.55,5,0,-1,na,0,0,1,0.0739382274435749,0
40,technology,single,university,smartphone,18,5,0.45,4,1,374,other,0,0,1,0.07453743213552921,0
37,technology,married,na,smartphone,16,6,7.6,2,0,-1,na,0,0,0,0.0745192744175912,1
53,retired,married,university,na,17,6,5.25,1,0,-1,na,0,0,1,0.08456957129627948,0
34,manager,married,grad_school,na,28,5,13.45,2,0,-1,na,0,0,1,0.07004339694587185,0
36,salesman,married,university,smartphone,9,3,13.9,2,3,90,success,0,0,0,0.11566466326512084,1
51,retired,married,university,na,11,6,28.85,1,0,-1,na,0,0,0,0.08583153269297114,1
49,entrepreneur,divorced,high_school,smartphone,31,7,14.75,6,0,-1,na,0,1,0,0.06612132987126178,0
27,industrial_worker,single,grad_school,smartphone,25,11,11.4,2,1,184,success,0,0,0,0.077951083107875,1
39,industrial_worker,married,university,smartphone,15,7,8.45,3,0,-1,na,0,0,1,0.07593557641675594,0
24,teacher,single,university,na,13,5,10,3,0,-1,na,0,0,1,0.07740635156973472,0
44,salesman,married,university,na,18,6,6.8,3,0,-1,na,0,0,1,0.08979899406242624,0
32,manager,single,grad_school,smartphone,9,11,7.75,1,7,91,success,0,0,0,0.08129210320846876,1
25,industrial_worker,single,high_school,na,30,5,3.75,4,0,-1,na,0,0,1,0.07421059321264503,0
54,technology,married,university,smartphone,2,2,11.6,1,1,264,failure,0,0,1,0.07933106967116373,0
41,unemployed,single,high_school,desktop,31,7,5.5,2,0,-1,na,0,0,0,0.09251357289415867,0
30,freelance,single,university,smartphone,19,11,45.75,1,0,-1,na,1,0,0,0.06720171408857335,1
57,manager,married,grad_school,na,20,6,80.35,1,0,-1,na,1,0,1,0.07196811504730086,1
24,student,single,university,smartphone,25,3,20.05,2,0,-1,na,0,0,0,0.08415194378370526,1
43,unemployed,married,high_school,na,9,5,9.05,2,0,-1,na,0,0,1,0.07118733317596644,0
58,industrial_worker,married,high_school,na,5,5,7.3,2,0,-1,na,0,0,1,0.07349336335409366,0
31,manager,single,grad_school,smartphone,8,9,3.3,1,0,-1,na,0,0,1,0.07280337007244929,0
56,housekeeper,divorced,high_school,smartphone,2,6,6.7,1,0,-1,na,0,0,0,0.07335718046955858,0
48,industrial_worker,married,high_school,smartphone,11,8,42.3,3,0,-1,na,0,0,0,0.07712490694169556,1
50,industrial_worker,married,high_school,na,5,5,30.55,3,0,-1,na,0,0,1,0.07335718046955858,0
57,housekeeper,married,high_school,smartphone,18,8,3.95,3,0,-1,na,0,0,0,0.07325731302089954,0
34,manager,married,grad_school,smartphone,19,11,38.65,3,2,195,other,0,0,1,0.0819367021952681,1
38,industrial_worker,married,high_school,smartphone,6,2,0.25,3,3,9,other,0,0,0,0.07594465527572494,0
48,technology,married,na,na,14,5,15.9,4,0,-1,na,0,0,1,0.07341165362337261,0
36,technology,divorced,university,na,26,5,4.95,1,0,-1,na,1,0,1,0.07297586839286038,0
34,teacher,married,university,smartphone,13,4,8.8,1,2,327,failure,0,0,1,0.08641257966698745,0
49,technology,married,grad_school,smartphone,3,4,9.65,1,2,31,success,0,0,1,0.07755161331323879,0
30,manager,single,grad_school,smartphone,12,8,38.55,5,0,-1,na,0,0,0,0.1602690973798413,0
30,technology,single,university,smartphone,21,8,5.5,2,0,-1,na,1,0,0,0.0716866704192617,0
45,teacher,married,university,smartphone,5,8,13.35,1,0,-1,na,0,0,0,0.07419243549470703,1
37,salesman,single,university,na,3,6,51.75,3,0,-1,na,0,0,1,0.07532729286583262,1
32,technology,married,university,smartphone,9,7,10.7,1,0,-1,na,0,0,1,0.07342073248234161,0
30,industrial_worker,single,na,smartphone,31,7,0.1,22,0,-1,na,0,0,1,0.06762842046011658,0
60,salesman,married,university,na,16,5,6.7,4,0,-1,na,0,0,1,0.1530332467815445,0
29,industrial_worker,married,university,smartphone,15,5,18.6,1,0,-1,na,1,0,1,0.08133749750331379,1
32,manager,single,grad_school,desktop,3,12,1.35,1,0,-1,na,0,0,0,0.0735659942258457,0
39,teacher,divorced,university,na,20,6,0.1,10,0,-1,na,1,0,0,0.07309389355945745,0
39,manager,married,grad_school,smartphone,10,7,17.4,1,0,-1,na,0,0,0,0.07276705463657328,0
25,student,single,university,smartphone,24,2,25.7,1,2,187,success,0,0,0,0.07706135492891253,0
36,manager,divorced,grad_school,na,24,6,2.6,5,0,-1,na,1,1,0,0.07298494725182939,0
31,salesman,single,university,smartphone,30,4,15.75,1,0,-1,na,0,0,0,0.07444664354583916,1
49,technology,married,grad_school,smartphone,2,6,35.1,1,3,60,failure,0,0,1,0.07755161331323879,1
74,retired,married,university,smartphone,5,5,10.8,1,2,99,failure,0,0,0,0.08129210320846876,1
53,teacher,single,university,smartphone,9,4,25.85,3,0,-1,na,0,0,0,0.09905943021081111,1
31,teacher,married,university,smartphone,5,5,20.2,5,3,361,other,0,0,1,0.07614439017304306,0
36,technology,married,university,smartphone,28,8,47.75,4,0,-1,na,0,0,0,0.0952553883027981,1
45,industrial_worker,married,high_school,smartphone,31,7,5,4,0,-1,na,0,0,0,0.07225863853430901,0
37,manager,married,grad_school,smartphone,16,4,5.2,4,0,-1,na,0,0,0,0.07303942040564342,0
28,industrial_worker,married,university,smartphone,15,5,17.1,1,0,-1,na,0,0,1,0.09329435476549307,0
47,freelance,married,grad_school,smartphone,21,11,10.95,3,0,-1,na,0,0,0,0.10069362482523196,0
49,manager,married,grad_school,smartphone,8,5,40.15,1,0,-1,na,0,0,1,0.08470575418081455,1
46,industrial_worker,married,high_school,desktop,25,7,4.15,11,0,-1,na,1,0,0,0.07135075263740853,0
48,industrial_worker,single,university,smartphone,5,5,4.25,1,0,-1,na,0,0,1,0.07280337007244929,0
55,housekeeper,married,high_school,na,26,6,22.7,3,0,-1,na,1,0,0,0.0731937610081165,0
33,industrial_worker,married,university,na,28,5,9.4,3,0,-1,na,0,0,1,0.07760608646705282,0
38,technology,single,grad_school,smartphone,7,8,17.75,8,0,-1,na,0,0,0,0.07615346903201206,0
26,industrial_worker,married,university,na,4,6,7.75,2,0,-1,na,1,0,1,0.0739563851615129,0
45,industrial_worker,married,university,smartphone,4,2,43.1,1,0,-1,na,0,0,1,0.144480961632742,1
34,manager,married,grad_school,smartphone,3,2,12.05,1,0,-1,na,0,0,1,0.07280337007244929,1
40,manager,married,university,smartphone,12,8,21.1,3,0,-1,na,0,0,0,0.11271403410019429,1
32,industrial_worker,single,university,smartphone,20,11,2.3,4,0,-1,na,1,0,1,0.10601383618106876,0
48,teacher,divorced,university,smartphone,27,1,6.6,1,3,238,other,0,0,0,0.08351642365587493,1
59,na,married,na,smartphone,4,8,11.9,1,1,182,other,0,0,0,0.08642165852595646,0
33,freelance,single,grad_school,smartphone,6,4,9.3,1,1,363,failure,1,0,1,0.07790568881302998,1
35,technology,single,grad_school,smartphone,28,8,0.1,13,0,-1,na,0,0,0,0.07803279283859604,0
34,technology,single,grad_school,na,13,5,2.5,2,0,-1,na,0,0,1,0.07282152779038731,0
47,housekeeper,single,grad_school,desktop,6,10,26.55,1,3,204,failure,0,0,0,0.10214624226027273,0
48,industrial_worker,divorced,high_school,na,8,5,0.05,1,0,-1,na,0,0,1,0.07263995061100721,0
28,industrial_worker,married,university,na,26,5,4.5,2,0,-1,na,0,0,1,0.07588110326294191,0
37,technology,married,university,smartphone,16,4,16.2,2,0,-1,na,0,0,0,0.088800319575835715,1
30,teacher,single,university,smartphone,9,2,5.65,1,0,-1,na,0,0,0,0.07525466199408058,1
50,freelance,married,university,na,30,5,1.6,11,0,-1,na,0,0,1,0.06858170065186207,0
36,manager,single,grad_school,smartphone,20,4,7.8,1,1,376,other,0,0,0,0.10611370362972782,0
58,retired,married,university,smartphone,20,8,8.65,4,0,-1,na,0,0,0,0.0743286183792421,0
52,retired,divorced,grad_school,na,19,6,24.5,2,0,-1,na,0,0,1,0.06999800265102682,1
39,industrial_worker,married,high_school,na,3,6,17,3,0,-1,na,0,0,1,0.07975777604270695,0
41,industrial_worker,married,university,na,30,5,9.9,2,0,-1,na,1,0,1,0.0785139723639533,0
24,manager,single,grad_school,smartphone,12,6,11.45,2,4,95,success,0,0,0,0.08647613167977049,1
53,technology,single,university,na,16,5,31.05,3,0,-1,na,0,0,1,0.07923120222250468,0
30,manager,single,grad_school,smartphone,18,7,28.1,1,0,-1,na,1,0,0,0.07736095727488969,1
33,entrepreneur,single,grad_school,smartphone,30,1,45.6,5,0,-1,na,1,0,1,0.07552702776315073,1
25,manager,married,grad_school,smartphone,11,3,39.3,5,0,-1,na,0,0,0,0.1133041599331796,1
31,industrial_worker,married,university,na,13,5,44.85,2,0,-1,na,0,0,1,0.07708859150581955,0
27,teacher,single,university,smartphone,17,7,5.2,1,0,-1,na,1,0,0,0.07443756468687016,0
36,manager,single,university,smartphone,16,11,13,1,0,-1,na,0,0,1,0.08652152597461552,1
57,technology,divorced,grad_school,smartphone,21,8,45.15,4,0,-1,na,0,0,0,0.07367494053347376,1
37,manager,married,grad_school,smartphone,7,9,16.35,1,1,186,success,0,0,0,0.13427632415158064,1
30,technology,single,university,smartphone,29,10,13.45,1,1,148,failure,0,0,0,0.08054763677301037,1
30,student,single,university,smartphone,29,6,8.95,1,6,204,success,0,0,0,0.0756541317887168,0
30,teacher,single,university,na,6,6,42.6,11,0,-1,na,0,0,1,0.07482795562253736,1
30,manager,single,grad_school,smartphone,18,5,6.5,1,0,-1,na,0,0,1,0.10376227915675558,0
45,manager,married,grad_school,smartphone,19,7,27.9,7,0,-1,na,0,0,0,0.3585332195449676,1
50,salesman,married,university,smartphone,21,8,46.8,4,0,-1,na,0,0,0,0.08643073738492546,1
36,industrial_worker,married,university,smartphone,4,5,30.45,6,0,-1,na,0,0,1,0.07478256132769233,1
59,unemployed,married,university,smartphone,8,3,14.55,1,2,89,success,0,0,0,0.08149183810578686,1
44,salesman,divorced,university,na,7,5,11.4,3,0,-1,na,1,0,1,0.07286692208523232,0
54,technology,married,university,smartphone,12,5,0.5,8,9,350,failure,0,0,1,0.07359323080275271,0
42,industrial_worker,married,high_school,smartphone,12,5,40.95,7,0,-1,na,1,0,1,0.06910827447206436,1
38,technology,married,university,smartphone,21,11,2.05,5,2,113,failure,0,0,1,0.08245419715650137,0
35,teacher,divorced,university,smartphone,6,5,21.4,1,0,-1,na,0,0,1,0.07647122909592723,0
55,manager,married,na,smartphone,8,7,16.95,1,0,-1,na,0,0,0,0.10114756777368221,1
37,salesman,divorced,university,smartphone,2,2,3.15,1,0,-1,na,0,0,1,0.07725201096726163,0
51,technology,married,university,na,30,5,21.9,1,0,-1,na,0,0,1,0.11750767163582881,0
34,unemployed,single,grad_school,smartphone,22,7,17.25,1,3,342,success,0,0,0,0.09072503767726472,1
73,retired,single,university,smartphone,4,3,27.6,3,2,181,failure,0,0,0,0.08233617198990431,1
38,teacher,divorced,university,smartphone,29,8,7.3,2,0,-1,na,0,0,0,0.08473299075772157,0
46,salesman,divorced,university,na,20,6,50.65,3,0,-1,na,0,0,0,0.07280337007244929,1
31,teacher,single,university,na,27,5,8.6,2,0,-1,na,0,0,1,0.11264140322844225,0
47,manager,married,na,smartphone,19,11,23.95,3,0,-1,na,0,0,1,0.1108347102936103,1
64,retired,married,university,smartphone,22,6,48.65,1,0,-1,na,0,0,1,0.12696784268153177,1
52,manager,married,university,na,4,6,9.9,4,0,-1,na,0,0,1,0.10999037640949286,0
54,entrepreneur,married,grad_school,smartphone,28,1,11.6,1,8,184,failure,1,0,0,0.08305340184845568,0
33,industrial_worker,married,high_school,na,12,5,8.1,2,0,-1,na,0,0,1,0.0747190093149093,0
56,teacher,single,university,smartphone,8,7,5.45,2,0,-1,na,0,0,0,0.07032484157391099,0
57,salesman,married,university,smartphone,11,5,3.8,7,3,285,failure,0,0,1,0.12260999037640949,0
35,freelance,married,grad_school,smartphone,2,4,2.4,1,1,136,failure,0,0,1,0.07788753109509197,0
45,industrial_worker,married,university,smartphone,22,9,8.15,1,2,141,success,0,0,0,0.16587983222268626,1
61,manager,married,university,smartphone,18,8,49.4,6,0,-1,na,0,0,0,0.081746046156919,1
44,teacher,divorced,grad_school,smartphone,13,5,20.5,3,0,-1,na,0,0,1,0.08182775588764005,0
30,technology,single,university,smartphone,18,6,40.15,4,0,-1,na,0,0,0,0.09610880104588455,1
39,teacher,single,university,smartphone,6,5,0.8,1,0,-1,na,1,0,1,0.11744411962304578,0
34,manager,married,grad_school,na,21,5,3.9,2,0,-1,na,0,0,1,0.07280337007244929,0
20,student,single,university,smartphone,14,8,4.55,1,0,-1,na,0,0,0,0.0747099304559403,0
35,industrial_worker,married,high_school,smartphone,21,7,6.75,3,0,-1,na,0,0,0,0.07280337007244929,0
28,teacher,single,university,smartphone,8,6,6,5,0,-1,na,0,0,0,0.0859495578595682,0
34,industrial_worker,single,high_school,na,17,6,24.95,4,0,-1,na,0,0,0,0.09132424236921903,0
31,manager,married,grad_school,smartphone,12,8,9.1,4,0,-1,na,0,0,0,0.07821437001797614,0
49,industrial_worker,married,university,smartphone,11,7,52.5,2,0,-1,na,0,0,1,0.1066493563088991,1
47,na,married,na,smartphone,4,8,4.9,1,0,-1,na,0,0,0,0.07456466871243622,0
32,technology,married,university,smartphone,8,4,7,1,4,267,failure,0,0,1,0.07555426434005774,1
